Title	URL	Assignees	Status	Estimated size	Real size
Backend: Backup Size-Timeline API	https://github.com/amosproj/amos2024ws02-backup-metadata-analyzer/issues/29	flo0852, heskil, Omega65536	Awaiting Review	5	
Backend: Alert Handling	https://github.com/amosproj/amos2024ws02-backup-metadata-analyzer/issues/72	flo0852	Awaiting Review	3	
Frontend: Blueprint Alert Panel	https://github.com/amosproj/amos2024ws02-backup-metadata-analyzer/issues/48	flo0852	Awaiting Review	3	
Github Actions: Backend and Analyzer Test Automation	https://github.com/amosproj/amos2024ws02-backup-metadata-analyzer/issues/32	ddeli	Awaiting Review	3	
Analysis Module: First Rule Based Analysis Implemented	https://github.com/amosproj/amos2024ws02-backup-metadata-analyzer/issues/50	heskil, Omega65536	Awaiting Review	5	
Frontend: Display Backup Size-Timeline 	https://github.com/amosproj/amos2024ws02-backup-metadata-analyzer/issues/47	chrisklg, engelharddirk, flo0852	Awaiting Review	3	
Improve local setup - Containerization: Analyzer Module + Database	https://github.com/amosproj/amos2024ws02-backup-metadata-analyzer/issues/74	ddeli, engelharddirk	Awaiting Review	8	
Homework: Build Documentation	https://github.com/amosproj/amos2024ws02-backup-metadata-analyzer/issues/69	engelharddirk	In Progress	2	
Unit & Integration Test Implementation Frontend	https://github.com/amosproj/amos2024ws02-backup-metadata-analyzer/issues/33	chrisklg, ddeli, engelharddirk, flo0852, heskil, Omega65536	In Progress	3	
Being familiar with the Data	https://github.com/amosproj/amos2024ws02-backup-metadata-analyzer/issues/30	engelharddirk, flo0852, heskil, Omega65536	Feature Archive	3	3
Homework: Initialize Glossary	https://github.com/amosproj/amos2024ws02-backup-metadata-analyzer/issues/57	ddeli	Feature Archive		
Homework: Record and upload build process video	https://github.com/amosproj/amos2024ws02-backup-metadata-analyzer/issues/53	ddeli, engelharddirk	Feature Archive	2	2
Backend: E-mail notification trigger	https://github.com/amosproj/amos2024ws02-backup-metadata-analyzer/issues/49	flo0852	Feature Archive	3	3
Unit & Integration Test Implementation Backend	https://github.com/amosproj/amos2024ws02-backup-metadata-analyzer/issues/45	flo0852	Feature Archive	3	3
Homework: Project Mission	https://github.com/amosproj/amos2024ws02-backup-metadata-analyzer/issues/56		Feature Archive		
Homework: Define a Project Vision	https://github.com/amosproj/amos2024ws02-backup-metadata-analyzer/issues/54		Feature Archive		
Homework: Define Definition of Done	https://github.com/amosproj/amos2024ws02-backup-metadata-analyzer/issues/55		Feature Archive		
