Title	URL	Assignees	Status	Estimated size	Real size
Test if github action blocks PR	https://github.com/amosproj/amos2024ws02-backup-metadata-analyzer/issues/96	ddeli	Awaiting Review		
Backend: Alert deactivation	https://github.com/amosproj/amos2024ws02-backup-metadata-analyzer/issues/91	flo0852	Awaiting Review	3	
Backend: Alert API - Backup creation time alert	https://github.com/amosproj/amos2024ws02-backup-metadata-analyzer/issues/84	flo0852	Awaiting Review	5	
Analysis Module: Rule Based Alert - Backup creation time alert	https://github.com/amosproj/amos2024ws02-backup-metadata-analyzer/issues/82	Omega65536	In Progress	3	
Bug: Fix local setup for every chip based system (Win, linux,  MacOS intel, MacOS arm)	https://github.com/amosproj/amos2024ws02-backup-metadata-analyzer/issues/88	ddeli	Awaiting Review	5	
Clean Up Task: Technical debt clean up	https://github.com/amosproj/amos2024ws02-backup-metadata-analyzer/issues/92	flo0852, heskil, Omega65536	In Progress	8	
Analysis Module: First Time Series Analysis Implemented	https://github.com/amosproj/amos2024ws02-backup-metadata-analyzer/issues/51	heskil	In Progress	5	
Frontend: Alert Panel for Backup creation time alert	https://github.com/amosproj/amos2024ws02-backup-metadata-analyzer/issues/85	chrisklg, ddeli	Awaiting Review	1	
Frontend: Alert Panel Component - Deactivate option	https://github.com/amosproj/amos2024ws02-backup-metadata-analyzer/issues/86	chrisklg	Awaiting Review	3	
Unit & Integration Test Implementation Frontend	https://github.com/amosproj/amos2024ws02-backup-metadata-analyzer/issues/33	chrisklg, ddeli, engelharddirk, flo0852, heskil, Omega65536	In Progress	3	
Github Actions: Backend and Analyzer Test Automation	https://github.com/amosproj/amos2024ws02-backup-metadata-analyzer/issues/32	ddeli	Feature Archive	3	3
Homework: Build Documentation	https://github.com/amosproj/amos2024ws02-backup-metadata-analyzer/issues/69	engelharddirk	Feature Archive	2	2
Improve local setup - Containerization: Analyzer Module + Database	https://github.com/amosproj/amos2024ws02-backup-metadata-analyzer/issues/74	ddeli, engelharddirk	Feature Archive	8	8
Analysis Module: First Rule Based Analysis Implemented	https://github.com/amosproj/amos2024ws02-backup-metadata-analyzer/issues/50	heskil, Omega65536	Feature Archive	5	3
